timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_size2026-06-12 09:55:40.513629,192.168.1.4,52.168.112.67,63433,443,TCP,66
2026-06-12 09:55:42.694214,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:42.697576,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:42.700894,192.168.1.4,13.89.179.8,63340,443,TCP,786
2026-06-12 09:55:42.999552,,,,,OTHER,42
2026-06-12 09:55:43.002835,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:43.004930,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:43.006352,,,,,OTHER,42
2026-06-12 09:55:43.280610,192.168.1.4,23.11.215.152,60674,443,UDP,76
2026-06-12 09:55:43.335494,23.11.215.152,192.168.1.4,443,60674,UDP,66
2026-06-12 09:55:44.171285,13.89.179.8,192.168.1.4,443,63340,TCP,153
2026-06-12 09:55:44.220725,192.168.1.4,13.89.179.8,63340,443,TCP,54
2026-06-12 09:55:44.578602,,,,,OTHER,60
2026-06-12 09:55:44.683226,192.168.1.1,224.0.0.1,,,OTHER,46
2026-06-12 09:55:44.990911,150.171.110.85,192.168.1.4,443,63395,TCP,97
2026-06-12 09:55:44.992097,150.171.110.85,192.168.1.4,443,63395,TCP,82
2026-06-12 09:55:44.993263,150.171.110.85,192.168.1.4,443,63395,TCP,58
2026-06-12 09:55:44.995578,192.168.1.4,150.171.110.85,63395,443,TCP,54
2026-06-12 09:55:44.997433,192.168.1.4,150.171.110.85,63395,443,TCP,54
2026-06-12 09:55:44.998535,192.168.1.4,150.171.110.85,63395,443,TCP,54
2026-06-12 09:55:45.030118,23.11.215.152,192.168.1.4,443,60674,UDP,108
2026-06-12 09:55:45.102949,192.168.1.4,224.0.0.251,,,OTHER,46
2026-06-12 09:55:45.104824,192.168.1.4,239.255.255.250,,,OTHER,46
2026-06-12 09:55:45.105913,192.168.1.4,224.0.0.252,,,OTHER,46
2026-06-12 09:55:45.146975,192.168.1.4,202.88.231.2,61784,53,UDP,72
2026-06-12 09:55:45.148273,192.168.1.4,202.88.231.2,65410,53,UDP,72
2026-06-12 09:55:45.158532,202.88.231.2,192.168.1.4,53,65410,UDP,321
2026-06-12 09:55:45.160899,202.88.231.2,192.168.1.4,53,61784,UDP,254
2026-06-12 09:55:45.162231,192.168.1.4,23.11.215.147,63788,443,UDP,1292
2026-06-12 09:55:45.163407,192.168.1.4,23.11.215.147,63788,443,UDP,1292
2026-06-12 09:55:45.187183,23.11.215.147,192.168.1.4,443,63788,UDP,82
2026-06-12 09:55:45.188887,23.11.215.147,192.168.1.4,443,63788,UDP,1292
2026-06-12 09:55:45.190596,23.11.215.147,192.168.1.4,443,63788,UDP,1292
2026-06-12 09:55:45.192460,23.11.215.147,192.168.1.4,443,63788,UDP,299
2026-06-12 09:55:45.203207,192.168.1.4,23.11.215.147,63788,443,UDP,1292
2026-06-12 09:55:45.204809,192.168.1.4,23.11.215.147,63788,443,UDP,136
2026-06-12 09:55:45.205929,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:45.207581,192.168.1.4,23.11.215.147,63788,443,UDP,114
2026-06-12 09:55:45.237624,23.11.215.147,192.168.1.4,443,63788,UDP,345
2026-06-12 09:55:45.239317,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:45.240886,23.11.215.147,192.168.1.4,443,63788,UDP,106
2026-06-12 09:55:45.242475,23.11.215.147,192.168.1.4,443,63788,UDP,63
2026-06-12 09:55:45.244374,23.11.215.147,192.168.1.4,443,63788,UDP,112
2026-06-12 09:55:45.246069,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:45.258109,23.11.215.147,192.168.1.4,443,63788,UDP,65
2026-06-12 09:55:45.352943,23.11.215.147,192.168.1.4,443,63788,UDP,112
2026-06-12 09:55:45.354093,192.168.1.4,23.11.215.147,63788,443,UDP,75
2026-06-12 09:55:45.409292,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:45.507750,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:45.721186,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:45.760533,149.50.213.108,192.168.1.4,5001,63281,UDP,71
2026-06-12 09:55:45.791620,192.168.1.4,172.64.155.209,63244,443,TCP,1454
2026-06-12 09:55:45.793169,192.168.1.4,172.64.155.209,63244,443,TCP,1454
2026-06-12 09:55:45.794578,192.168.1.4,172.64.155.209,63244,443,TCP,1454
2026-06-12 09:55:45.796518,192.168.1.4,172.64.155.209,63244,443,TCP,1454
2026-06-12 09:55:45.798618,192.168.1.4,172.64.155.209,63244,443,TCP,1454
2026-06-12 09:55:45.800522,192.168.1.4,172.64.155.209,63244,443,TCP,1038
2026-06-12 09:55:45.802016,192.168.1.4,172.64.155.209,63244,443,TCP,480
2026-06-12 09:55:45.803391,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:45.804758,149.50.213.105,192.168.1.4,5001,63279,UDP,71
2026-06-12 09:55:45.806073,192.168.1.4,149.50.213.108,63281,5001,UDP,76
2026-06-12 09:55:45.809211,172.64.155.209,192.168.1.4,443,63244,TCP,60
2026-06-12 09:55:45.811725,172.64.155.209,192.168.1.4,443,63244,TCP,60
2026-06-12 09:55:45.814082,172.64.155.209,192.168.1.4,443,63244,TCP,60
2026-06-12 09:55:45.815973,172.64.155.209,192.168.1.4,443,63244,TCP,66
2026-06-12 09:55:45.817252,172.64.155.209,192.168.1.4,443,63244,TCP,60
2026-06-12 09:55:45.818529,172.64.155.209,192.168.1.4,443,63244,TCP,60
2026-06-12 09:55:45.819875,172.64.155.209,192.168.1.4,443,63244,TCP,60
2026-06-12 09:55:45.821179,172.64.155.209,192.168.1.4,443,63244,TCP,93
2026-06-12 09:55:45.832010,192.168.1.4,149.50.213.105,63279,5001,UDP,75
2026-06-12 09:55:45.862249,192.168.1.4,172.64.155.209,63244,443,TCP,54
2026-06-12 09:55:45.891787,172.64.155.209,192.168.1.4,443,63244,TCP,489
2026-06-12 09:55:45.894555,172.64.155.209,192.168.1.4,443,63244,TCP,101
2026-06-12 09:55:45.895993,172.64.155.209,192.168.1.4,443,63244,TCP,85
2026-06-12 09:55:45.897625,192.168.1.4,172.64.155.209,63244,443,TCP,54
2026-06-12 09:55:45.899548,192.168.1.4,172.64.155.209,63244,443,TCP,89
2026-06-12 09:55:45.951946,172.64.155.209,192.168.1.4,443,63244,TCP,60
2026-06-12 09:55:46.008463,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:46.066844,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:46.273630,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:46.323393,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:46.538442,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:46.586733,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:46.588362,23.11.215.147,192.168.1.4,443,63788,UDP,1494
2026-06-12 09:55:46.620167,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:46.794394,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:46.848155,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:47.058945,13.89.179.8,192.168.1.4,443,63340,TCP,153
2026-06-12 09:55:47.063060,192.168.1.4,13.89.179.8,63340,443,TCP,89
2026-06-12 09:55:47.072102,192.168.1.4,202.88.231.2,52369,53,UDP,88
2026-06-12 09:55:47.073827,192.168.1.4,202.88.231.2,54679,53,UDP,88
2026-06-12 09:55:47.079642,202.88.231.2,192.168.1.4,53,52369,UDP,226
2026-06-12 09:55:47.084230,202.88.231.2,192.168.1.4,53,54679,UDP,215
2026-06-12 09:55:47.087559,192.168.1.4,150.171.73.16,63446,443,TCP,66
2026-06-12 09:55:47.096151,150.171.73.16,192.168.1.4,443,63446,TCP,70
2026-06-12 09:55:47.098035,192.168.1.4,150.171.73.16,63446,443,TCP,54
2026-06-12 09:55:47.124117,192.168.1.4,150.171.73.16,63446,443,TCP,1494
2026-06-12 09:55:47.126174,192.168.1.4,150.171.73.16,63446,443,TCP,899
2026-06-12 09:55:47.128252,150.171.73.16,192.168.1.4,443,63446,TCP,64
2026-06-12 09:55:47.131164,150.171.73.16,192.168.1.4,443,63446,TCP,64
2026-06-12 09:55:47.133564,150.171.73.16,192.168.1.4,443,63446,TCP,157
2026-06-12 09:55:47.135717,192.168.1.4,150.171.73.16,63446,443,TCP,1185
2026-06-12 09:55:47.140122,150.171.73.16,192.168.1.4,443,63446,TCP,64
2026-06-12 09:55:47.143468,150.171.73.16,192.168.1.4,443,63446,TCP,1502
2026-06-12 09:55:47.146163,150.171.73.16,192.168.1.4,443,63446,TCP,1502
2026-06-12 09:55:47.147719,192.168.1.4,150.171.73.16,63446,443,TCP,54
2026-06-12 09:55:47.149851,150.171.73.16,192.168.1.4,443,63446,TCP,1502
2026-06-12 09:55:47.152106,150.171.73.16,192.168.1.4,443,63446,TCP,1502
2026-06-12 09:55:47.155525,192.168.1.4,150.171.73.16,63446,443,TCP,54
2026-06-12 09:55:47.158176,150.171.73.16,192.168.1.4,443,63446,TCP,1502
2026-06-12 09:55:47.159384,150.171.73.16,192.168.1.4,443,63446,TCP,994
2026-06-12 09:55:47.161512,192.168.1.4,150.171.73.16,63446,443,TCP,54
2026-06-12 09:55:47.162610,192.168.1.4,150.171.73.16,63446,443,TCP,128
2026-06-12 09:55:47.163698,192.168.1.4,150.171.73.16,63446,443,TCP,748
2026-06-12 09:55:47.164793,150.171.73.16,192.168.1.4,443,63446,TCP,64
2026-06-12 09:55:47.165989,150.171.73.16,192.168.1.4,443,63446,TCP,517
2026-06-12 09:55:47.167005,150.171.73.16,192.168.1.4,443,63446,TCP,64
2026-06-12 09:55:47.206797,192.168.1.4,150.171.73.16,63446,443,TCP,54
2026-06-12 09:55:47.257860,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:47.307270,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:47.398009,150.171.73.16,192.168.1.4,443,63446,TCP,1189
2026-06-12 09:55:47.401668,192.168.1.4,150.171.73.16,63446,443,TCP,784
2026-06-12 09:55:47.422791,150.171.73.16,192.168.1.4,443,63446,TCP,64
2026-06-12 09:55:47.434283,150.171.73.16,192.168.1.4,443,63446,TCP,1502
2026-06-12 09:55:47.438136,150.171.73.16,192.168.1.4,443,63446,TCP,1050
2026-06-12 09:55:47.440138,150.171.73.16,192.168.1.4,443,63446,TCP,85
2026-06-12 09:55:47.441695,192.168.1.4,150.171.73.16,63446,443,TCP,54
2026-06-12 09:55:47.523384,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:48.122002,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:48.172745,23.11.215.147,192.168.1.4,443,63788,UDP,66
2026-06-12 09:55:48.975505,192.168.1.4,13.89.179.8,63340,443,TCP,173
2026-06-12 09:55:48.977598,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.979676,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.981416,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.983196,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.984792,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.987460,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.989397,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.990996,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.992675,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.994320,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.995934,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:48.997418,192.168.1.4,13.89.179.8,63340,443,TCP,620
2026-06-12 09:55:48.999055,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:49.000697,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:49.002459,192.168.1.4,13.89.179.8,63340,443,TCP,1494
2026-06-12 09:55:49.005502,192.168.1.4,13.89.179.8,63340,443,TCP,1113
2026-06-12 09:55:49.293260,13.89.179.8,192.168.1.4,443,63340,TCP,66
2026-06-12 09:55:49.294955,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.296515,13.89.179.8,192.168.1.4,443,63340,TCP,66
2026-06-12 09:55:49.298301,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.301894,13.89.179.8,192.168.1.4,443,63340,TCP,66
2026-06-12 09:55:49.303699,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.305332,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.307181,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.308837,13.89.179.8,192.168.1.4,443,63340,TCP,66
2026-06-12 09:55:49.310627,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.312273,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.313709,13.89.179.8,192.168.1.4,443,63340,TCP,66
2026-06-12 09:55:49.315293,13.89.179.8,192.168.1.4,443,63340,TCP,60
2026-06-12 09:55:49.780618,192.168.1.4,23.11.215.147,63788,443,UDP,76
2026-06-12 09:55:49.829207,23.11.215.147,192.168.1.4,443,63788,UDP,66
